entry_time,side,entry_price,position_size,capital_before,exit_time,exit_price,pnl,capital_after,return_pct
2025-01-02 14:30:00,BUY,96812.44,2.0658502151169817,100000.0,2025-01-04 13:30:00,97876.31,2197.796068356494,102197.79606835649,0.02197796068356494
2025-01-04 14:00:00,SELL,97867.13,2.088500931177972,102197.79606835649,2025-01-07 13:30:00,100713.91,-5945.5026808588245,96252.29338749766,-0.058176427570728516
2025-01-09 17:30:00,SELL,93452.63,2.0599162032679206,96252.29338749766,2025-01-09 19:45:00,91909.59,3178.533098290549,99430.8264857882,0.03302293365098574
2025-01-10 17:15:00,BUY,94363.64,2.1073970119378482,99430.8264857882,2025-01-10 17:45:00,95793.05,3012.334362834087,102443.16084862228,0.030295779179353846
2025-01-13 16:15:00,SELL,91693.49,2.234469662974396,102443.16084862228,2025-01-13 19:15:00,92172.0,-1069.2160784298665,101373.94477019242,-0.010437164077842351
2025-01-13 20:00:00,SELL,91966.81,2.204576733066952,101373.94477019242,2025-01-14 13:30:00,96296.0,-9544.031547026123,91829.9132231663,-0.09414679056498955
2025-01-14 15:00:00,BUY,96805.62,1.8972021091991782,91829.9132231663,2025-01-14 16:00:00,96045.56,-1441.987435117923,90387.92578804838,-0.015702807337012133
2025-01-14 17:45:00,BUY,96527.96,1.872782265118781,90387.92578804838,2025-01-16 13:30:00,99391.59,5362.955477862077,95750.88126591046,0.05933265346123473
2025-01-16 13:45:00,SELL,99084.04,1.932720572675716,95750.88126591046,2025-01-16 14:45:00,97618.89,2831.725547055814,98582.60681296627,0.02957388495664921
2025-01-18 16:30:00,SELL,103386.0,1.9070784596167296,98582.60681296627,2025-01-18 17:30:00,104093.33,-1348.9338068407046,97233.67300612557,-0.013683284003637074
2025-01-18 17:45:00,SELL,103826.16,1.8730091338469705,97233.67300612557,2025-01-18 19:30:00,104439.29,-1148.3980902355745,96085.27491589,-0.011810703583759788
2025-01-22 15:15:00,SELL,104387.02,1.8409429623700768,96085.27491589,2025-01-23 13:30:00,102164.9,4090.796175541813,100176.0710914318,0.042574641943032024
2025-01-23 19:30:00,SELL,104782.4,1.9120781942661218,100176.0710914318,2025-01-24 14:30:00,106222.0,-2752.62776846552,97423.44332296628,-0.02747789705141427
2025-01-24 19:15:00,BUY,106369.85,1.831786795280174,97423.44332296628,2025-01-24 19:45:00,105760.94,-1115.3932975140572,96308.05002545222,-0.011448920911329747
2025-01-26 14:30:00,BUY,104958.91,1.8351572062905592,96308.05002545222,2025-01-28 13:30:00,102571.65,-4380.997392289218,91927.052633163,-0.04548942057420341
2025-01-28 14:45:00,BUY,102641.99,1.7912172714726649,91927.052633163,2025-01-28 16:15:00,102041.99,-1074.730362883599,90852.3222702794,-0.011691121732928118
2025-01-28 17:00:00,BUY,103035.9,1.7635081029093682,90852.3222702794,2025-01-28 17:30:00,102446.01,-1040.2757948252063,89812.04647545419,-0.011450183867952846
2025-01-28 18:00:00,BUY,103030.41,1.7434085038670322,89812.04647545419,2025-01-28 18:45:00,102205.79,-1437.6495204588493,88374.39695499535,-0.016007312792407663
2025-02-02 15:00:00,SELL,99077.24,1.7839495116132928,88374.39695499535,2025-02-02 17:15:00,97848.01,2192.8842581604267,90567.28121315577,0.0248135696957248
2025-02-05 15:15:00,BUY,98487.99,1.8391538138438155,90567.28121315577,2025-02-05 16:00:00,97696.0,-1456.591429026173,89110.6897841296,-0.016082976208571326
2025-02-05 20:00:00,BUY,97585.7,1.8263063088983447,89110.6897841296,2025-02-07 13:45:00,98828.01,2268.838590607498,91379.5283747371,0.02546090257076624
2025-02-07 18:30:00,BUY,98082.38,1.8633220028864697,91379.5283747371,2025-02-07 19:00:00,97411.78,-1249.5437351356775,90129.98463960142,-0.013674219569304846
2025-02-10 13:30:00,BUY,97756.01,1.8439783833157921,90129.98463960142,2025-02-10 15:15:00,97069.99,-1265.0060505222805,88864.97858907914,-0.014035351892942192
2025-02-10 17:45:00,BUY,97500.0,1.8228713556734184,88864.97858907914,2025-02-12 13:30:00,94520.37,-5431.482177505196,83433.49641157394,-0.06112061538461548
2025-02-12 15:15:00,BUY,95611.09,1.7452681778143933,83433.49641157394,2025-02-12 16:45:00,96986.14,2399.8310079036864,85833.32741947763,0.02876339972695643
2025-02-13 14:00:00,SELL,95857.86,1.7908458924386486,85833.32741947763,2025-02-13 15:30:00,96414.5,-996.8564575670483,84836.47096191059,-0.011613862441744718
2025-02-13 15:45:00,SELL,95998.0,1.7674633005252658,84836.47096191059,2025-02-15 13:30:00,97755.49,-3106.2990760401585,81730.17188587043,-0.03661513781537197
2025-02-15 15:00:00,BUY,97702.01,1.673049958457782,81730.17188587043,2025-02-16 13:30:00,96918.5,-1310.851372951248,80419.32051291918,-0.016038769314981327
2025-02-16 15:30:00,SELL,97007.23,1.658006738527048,80419.32051291918,2025-02-20 13:45:00,97562.19,-920.1274196129812,79499.1930933062,-0.01144162141316731
2025-02-20 16:00:00,BUY,97413.51,1.6322005662932186,79499.1930933062,2025-02-20 19:00:00,98415.1,1634.7957651936429,81133.98885849984,0.020563677461165226
2025-02-21 15:00:00,BUY,99195.06,1.635847366965632,81133.98885849984,2025-02-21 15:15:00,98216.01,-1601.5763646277067,79532.41249387214,-0.01973989430522028
2025-02-22 14:00:00,BUY,96608.53,1.6464884103685593,79532.41249387214,2025-02-23 13:30:00,95886.25,-1189.2256490410011,78343.18684483113,-0.014952716908123834
2025-02-24 13:45:00,SELL,95594.57,1.6390719021976374,78343.18684483113,2025-02-24 15:15:00,94333.52,2066.9516222663356,80410.13846709747,0.026383297712412466
2025-02-24 17:45:00,SELL,94644.0,1.6992125959828355,80410.13846709747,2025-02-26 13:30:00,87763.16,11692.009998942527,92102.14846603999,0.14540467435865329
2025-02-26 15:15:00,SELL,87684.33,2.1007664303540263,92102.14846603999,2025-02-26 16:45:00,86805.99,1845.187186437148,93947.33565247714,0.02003413836885149
2025-03-04 14:45:00,SELL,83201.41,2.258311142863574,93947.33565247714,2025-03-04 15:15:00,82365.5,1887.7448674310979,95835.08051990824,0.020093649855213568
2025-03-08 16:15:00,SELL,85934.63,2.230418179956345,95835.08051990824,2025-03-08 19:30:00,86378.24,-989.4358088104356,94845.6447110978,-0.010324359341513734
2025-03-11 15:00:00,BUY,81225.68,2.3353610511133294,94845.6447110978,2025-03-11 16:00:00,80668.97,-1300.1188507652826,93545.52586033252,-0.013707733810292258
2025-03-11 16:15:00,BUY,81487.27,2.2959543462514254,93545.52586033252,2025-03-11 17:15:00,80883.07,-1387.2156160051045,92158.31024432741,-0.01482931014868928
2025-03-11 17:30:00,BUY,81425.14,2.2636328348794112,92158.31024432741,2025-03-11 18:00:00,82433.76,2283.145349916061,94441.45559424347,0.02477416679909878
2025-03-14 14:30:00,BUY,83135.56,2.271986995558636,94441.45559424347,2025-03-14 15:00:00,84258.24,2550.7143601737866,96992.16995441726,0.027008418539551413
2025-03-15 14:30:00,BUY,84204.31,2.3037340951886223,96992.16995441726,2025-03-18 13:30:00,81404.94,-6449.004114048163,90543.1658403691,-0.0664899457046786
2025-03-18 16:30:00,SELL,81706.6,2.2162999277994686,90543.1658403691,2025-03-18 19:45:00,82317.21,-1353.2948989136348,89189.87094145546,-0.014946405798307772
2025-03-19 18:00:00,BUY,84516.12,2.1106002249382776,89189.87094145546,2025-03-19 18:45:00,85612.25,2313.492224561604,91503.36316601706,0.025938956970575595
2025-03-20 15:15:00,SELL,85686.41,2.1357730628700518,91503.36316601706,2025-03-20 15:45:00,84691.76,2124.3466769837155,93627.70984300078,0.023216050246475148
2025-03-23 19:00:00,BUY,85051.47,2.201671760476352,93627.70984300078,2025-03-24 13:30:00,87408.0,5188.305553715335,98816.01539671612,0.055414209772035684
2025-03-24 16:30:00,BUY,88004.7,2.2456985910233676,98816.01539671612,2025-03-28 13:30:00,85304.11,-6064.711157931788,92751.30423878433,-0.06137376753741613
2025-03-28 13:45:00,SELL,84994.0,2.18253769063198,92751.30423878433,2025-03-28 15:45:00,84051.16,2057.7838362354482,94809.08807501978,0.022186036661412008
